calories,carbs,category,fat,nutrition,protein,rating,reviewCount,source,title,url,ingredients,ingredients_normalized,ingredients_canonical
69.0,11.0,Desserts,2.0,"{'@type': 'NutritionInformation', 'calories': ' 69 calories', 'fatContent': '2g fat (0 saturated fat)', 'cholesterolContent': '12mg cholesterol', 'sodiumContent': '131mg sodium', 'carbohydrateContent': '11g carbohydrate (3g sugars', 'fiberContent': '0 fiber)', 'proteinContent': '2g protein.'}",2.0,5.0,1.0,taste_of_home,Nonni's Fritole,https://www.tasteofhome.com/recipes/nonni-s-fritole/,,,
72.0,10.0,Desserts,3.0,"{'@type': 'NutritionInformation', 'calories': ' 72 calories', 'fatContent': '3g fat (2g saturated fat)', 'cholesterolContent': '10mg cholesterol', 'sodiumContent': '45mg sodium', 'carbohydrateContent': '10g carbohydrate (8g sugars', 'fiberContent': '0 fiber)', 'proteinContent': '1g protein. '}",1.0,4.8135595,59.0,taste_of_home,Creamy Caramels,https://www.tasteofhome.com/recipes/creamy-caramels/,,,
61.0,13.0,Desserts,1.0,"{'@type': 'NutritionInformation', 'calories': ' 61 calories', 'fatContent': '1g fat (0 saturated fat)', 'cholesterolContent': '0 cholesterol', 'sodiumContent': '4mg sodium', 'carbohydrateContent': '13g carbohydrate (12g sugars', 'fiberContent': '0 fiber)', 'proteinContent': '0 protein. '}",0.0,4.8461537,13.0,taste_of_home,Divinity Candy,https://www.tasteofhome.com/recipes/grandma-s-divinity/,,,
107.0,18.0,Desserts,4.0,"{'@type': 'NutritionInformation', 'calories': ' 107 calories', 'fatContent': '4g fat (1g saturated fat)', 'cholesterolContent': '3mg cholesterol', 'sodiumContent': '44mg sodium', 'carbohydrateContent': '18g carbohydrate (13g sugars', 'fiberContent': '0 fiber)', 'proteinContent': '2g protein. '}",2.0,5.0,1.0,taste_of_home,Caramel Nut Logs,https://www.tasteofhome.com/recipes/caramel-nut-logs/,,,
99.0,11.0,Desserts,6.0,"{'@type': 'NutritionInformation', 'calories': ' 99 calories', 'fatContent': '6g fat (1g saturated fat)', 'cholesterolContent': '8mg cholesterol', 'sodiumContent': '48mg sodium', 'carbohydrateContent': '11g carbohydrate (10g sugars', 'fiberContent': '1g fiber)', 'proteinContent': '3g protein. '}",3.0,4.105263,114.0,taste_of_home,3-Ingredient Peanut Butter Cookies,https://www.tasteofhome.com/recipes/peanut-butter-cookies/,,,
108.0,13.0,Desserts,6.0,"{'@type': 'NutritionInformation', 'calories': ' 108 calories', 'fatContent': '6g fat (1g saturated fat)', 'cholesterolContent': '6mg cholesterol', 'sodiumContent': '85mg sodium', 'carbohydrateContent': '13g carbohydrate (8g sugars', 'fiberContent': '1g fiber)', 'proteinContent': '2g protein. '}",2.0,4.6805553,72.0,taste_of_home,Apple Peanut Butter Cookies,https://www.tasteofhome.com/recipes/apple-peanut-butter-cookies/,,,
292.0,41.0,Desserts,14.0,"{'@type': 'NutritionInformation', 'calories': ' 292 calories', 'fatContent': '14g fat (3g saturated fat)', 'cholesterolContent': '6mg cholesterol', 'sodiumContent': '247mg sodium', 'carbohydrateContent': '41g carbohydrate (34g sugars', 'fiberContent': '2g fiber)', 'proteinContent': '5g protein. '}",5.0,4.888889,18.0,taste_of_home,Easy Peanut Brittle,https://www.tasteofhome.com/recipes/grandma-s-christmas-brittle/,,,
147.0,21.0,Desserts,6.0,"{'@type': 'NutritionInformation', 'calories': ' 147 calories', 'fatContent': '6g fat (2g saturated fat)', 'cholesterolContent': '9mg cholesterol', 'sodiumContent': '125mg sodium', 'carbohydrateContent': '21g carbohydrate (12g sugars', 'fiberContent': '0 fiber)', 'proteinContent': '1g protein. '}",1.0,4.785714,14.0,taste_of_home,Icebox Honey Cookies,https://www.tasteofhome.com/recipes/icebox-honey-cookies/,,,
390.0,46.0,Desserts,18.0,"{'@type': 'NutritionInformation', 'calories': ' 390 calories', 'fatContent': '18g fat (11g saturated fat)', 'cholesterolContent': '67mg cholesterol', 'sodiumContent': '347mg sodium', 'carbohydrateContent': '46g carbohydrate (37g sugars', 'fiberContent': '1g fiber)', 'proteinContent': '5g protein. '}",5.0,5.0,1.0,taste_of_home,Chocolate Hazelnut Pudding Torte,https://www.tasteofhome.com/recipes/chocolate-hazelnut-pudding-torte/,,,
161.0,18.0,Desserts,9.0,"{'@type': 'NutritionInformation', 'calories': ' 161 calories', 'fatContent': '9g fat (3g saturated fat)', 'cholesterolContent': '11mg cholesterol', 'sodiumContent': '215mg sodium', 'carbohydrateContent': '18g carbohydrate (14g sugars', 'fiberContent': '1g fiber)', 'proteinContent': '3g protein. '}",3.0,5.0,1.0,taste_of_home,Rich Pistachio Brittle,https://www.tasteofhome.com/recipes/rich-pistachio-brittle/,,,
145.0,15.0,Desserts,9.0,"{'@type': 'NutritionInformation', 'calories': ' 145 calories', 'fatContent': '9g fat (5g saturated fat)', 'cholesterolContent': '23mg cholesterol', 'sodiumContent': '90mg sodium', 'carbohydrateContent': '15g carbohydrate (5g sugars', 'fiberContent': '0 fiber)', 'proteinContent': '1g protein. '}",1.0,4.8125,16.0,taste_of_home,Brown Sugar Shortbread,https://www.tasteofhome.com/recipes/brown-sugar-shortbread/,,,
375.0,56.0,Desserts,15.0,"{'@type': 'NutritionInformation', 'calories': ' 375 calories', 'fatContent': '15g fat (4g saturated fat)', 'cholesterolContent': '57mg cholesterol', 'sodiumContent': '161mg sodium', 'carbohydrateContent': '56g carbohydrate (34g sugars', 'fiberContent': '1g fiber)', 'proteinContent': '5g protein. '}",5.0,5.0,1.0,taste_of_home,Homemade Devil's Food Cake,https://www.tasteofhome.com/recipes/homemade-devil-s-food-cake/,,,
169.0,24.0,Desserts,7.0,"{'@type': 'NutritionInformation', 'calories': ' 169 calories', 'fatContent': '7g fat (4g saturated fat)', 'cholesterolContent': '30mg cholesterol', 'sodiumContent': '97mg sodium', 'carbohydrateContent': '24g carbohydrate (13g sugars', 'fiberContent': '0 fiber)', 'proteinContent': '2g protein.'}",2.0,5.0,2.0,taste_of_home,Holiday Sugar Cookies,https://www.tasteofhome.com/recipes/holiday-sugar-cookies/,,,
786.0,96.0,Desserts,43.0,"{'@type': 'NutritionInformation', 'calories': ' 786 calories', 'fatContent': '43g fat (19g saturated fat)', 'cholesterolContent': '130mg cholesterol', 'sodiumContent': '351mg sodium', 'carbohydrateContent': '96g carbohydrate (72g sugars', 'fiberContent': '3g fiber)', 'proteinContent': '8g protein. '}",8.0,4.52,25.0,taste_of_home,Toasted Butter Pecan Cake,https://www.tasteofhome.com/recipes/toasted-butter-pecan-cake/,,,
139.0,19.0,Desserts,6.0,"{'@type': 'NutritionInformation', 'calories': ' 139 calories', 'fatContent': '6g fat (4g saturated fat)', 'cholesterolContent': '23mg cholesterol', 'sodiumContent': '91mg sodium', 'carbohydrateContent': '19g carbohydrate (11g sugars', 'fiberContent': '0 fiber)', 'proteinContent': '1g protein.'}",1.0,5.0,2.0,taste_of_home,Orange Sugar Cookies,https://www.tasteofhome.com/recipes/orange-sugar-cookies/,,,
697.0,61.0,"Breakfast,Brunch,Lunch",29.0,"{'@type': 'NutritionInformation', 'calories': ' 697 calories', 'fatContent': '29g fat (12g saturated fat)', 'cholesterolContent': '280mg cholesterol', 'sodiumContent': '1949mg sodium', 'carbohydrateContent': '61g carbohydrate (1g sugars', 'fiberContent': '3g fiber)', 'proteinContent': '43g protein. '}",43.0,5.0,2.0,taste_of_home,Cuban Breakfast Sandwiches,https://www.tasteofhome.com/recipes/cuban-breakfast-sandwiches/,,,
358.0,52.0,Desserts,17.0,"{'@type': 'NutritionInformation', 'calories': ' 358 calories', 'fatContent': '17g fat (8g saturated fat)', 'cholesterolContent': '36mg cholesterol', 'sodiumContent': '268mg sodium', 'carbohydrateContent': '52g carbohydrate (41g sugars', 'fiberContent': '1g fiber)', 'proteinContent': '3g protein.'}",3.0,4.52,25.0,taste_of_home,Chocolate Cream Cheese Cupcakes,https://www.tasteofhome.com/recipes/chocolate-cream-cheese-cupcakes/,,,
313.0,18.0,"Breakfast,Brunch,Lunch",21.0,"{'@type': 'NutritionInformation', 'calories': ' 313 calories', 'fatContent': '21g fat (7g saturated fat)', 'cholesterolContent': '211mg cholesterol', 'sodiumContent': '492mg sodium', 'carbohydrateContent': '18g carbohydrate (4g sugars', 'fiberContent': '5g fiber)', 'proteinContent': '15g protein. '}",15.0,5.0,5.0,taste_of_home,Egg-Topped Avocado Toast,https://www.tasteofhome.com/recipes/egg-topped-avocado-toast/,,,
153.0,18.0,Desserts,8.0,"{'@type': 'NutritionInformation', 'calories': ' 153 calories', 'fatContent': '8g fat (3g saturated fat)', 'cholesterolContent': '18mg cholesterol', 'sodiumContent': '106mg sodium', 'carbohydrateContent': '18g carbohydrate (13g sugars', 'fiberContent': '1g fiber)', 'proteinContent': '4g protein.'}",4.0,4.866667,15.0,taste_of_home,Peanut Butter Jumbos,https://www.tasteofhome.com/recipes/peanut-butter-jumbos/,,,
97.0,14.0,Desserts,4.0,"{'@type': 'NutritionInformation', 'calories': ' 97 calories', 'fatContent': '4g fat (3g saturated fat)', 'cholesterolContent': '13mg cholesterol', 'sodiumContent': '47mg sodium', 'carbohydrateContent': '14g carbohydrate (10g sugars', 'fiberContent': '1g fiber)', 'proteinContent': '1g protein.'}",1.0,5.0,6.0,taste_of_home,Cranberry Cookies in a Jar,https://www.tasteofhome.com/recipes/christmas-cookies-in-a-jar/,,,
68.0,16.0,"Breakfast,Brunch",0.0,"{'@type': 'NutritionInformation', 'calories': ' 68 calories', 'fatContent': '0 fat (0 saturated fat)', 'cholesterolContent': '1mg cholesterol', 'sodiumContent': '4mg sodium', 'carbohydrateContent': '16g carbohydrate (14g sugars', 'fiberContent': '1g fiber)', 'proteinContent': '2g protein.  <B><b>Diabetic Exchanges</b>: </B>1 starch.'}",2.0,4.9,10.0,taste_of_home,Peach Smoothie,https://www.tasteofhome.com/recipes/peach-smoothie/,,,
184.0,26.0,Desserts,9.0,"{'@type': 'NutritionInformation', 'calories': ' 184 calories', 'fatContent': '9g fat (3g saturated fat)', 'cholesterolContent': '18mg cholesterol', 'sodiumContent': '100mg sodium', 'carbohydrateContent': '26g carbohydrate (19g sugars', 'fiberContent': '2g fiber)', 'proteinContent': '4g protein.'}",4.0,4.75,16.0,taste_of_home,Gluten-Free Brownies,https://www.tasteofhome.com/recipes/gluten-free-brownies/,,,
184.0,27.0,"Breakfast,Brunch",7.0,"{'@type': 'NutritionInformation', 'calories': ' 184 calories', 'fatContent': '7g fat (2g saturated fat)', 'cholesterolContent': '18mg cholesterol', 'sodiumContent': '232mg sodium', 'carbohydrateContent': '27g carbohydrate (12g sugars', 'fiberContent': '1g fiber)', 'proteinContent': '3g protein.'}",3.0,5.0,2.0,taste_of_home,Old-Fashioned Buttermilk Doughnuts,https://www.tasteofhome.com/recipes/old-fashioned-buttermilk-doughnuts/,,,
155.0,20.0,Desserts,8.0,"{'@type': 'NutritionInformation', 'calories': ' 155 calories', 'fatContent': '8g fat (6g saturated fat)', 'cholesterolContent': '24mg cholesterol', 'sodiumContent': '107mg sodium', 'carbohydrateContent': '20g carbohydrate (13g sugars', 'fiberContent': '0 fiber)', 'proteinContent': '2g protein.'}",2.0,5.0,1.0,taste_of_home,Andes Mint Cookies,https://www.tasteofhome.com/recipes/andes-mint-cookies/,,,
189.0,30.0,Desserts,7.0,"{'@type': 'NutritionInformation', 'calories': ' 189 calories', 'fatContent': '7g fat (1g saturated fat)', 'cholesterolContent': '37mg cholesterol', 'sodiumContent': '165mg sodium', 'carbohydrateContent': '30g carbohydrate (21g sugars', 'fiberContent': '1g fiber)', 'proteinContent': '3g protein.'}",3.0,5.0,2.0,taste_of_home,Pumpkin Brownies,https://www.tasteofhome.com/recipes/pumpkin-brownies/,,,
174.0,22.0,Desserts,9.0,"{'@type': 'NutritionInformation', 'calories': ' 174 calories', 'fatContent': '9g fat (3g saturated fat)', 'cholesterolContent': '23mg cholesterol', 'sodiumContent': '91mg sodium', 'carbohydrateContent': '22g carbohydrate (13g sugars', 'fiberContent': '2g fiber)', 'proteinContent': '3g protein. <B><b>Diabetic Exchanges</b>: </B> 2 fat'}",3.0,5.0,6.0,taste_of_home,Devil's Food Snack Cake,https://www.tasteofhome.com/recipes/devil-s-food-snack-cake/,,,
323.0,31.0,Desserts,22.0,"{'@type': 'NutritionInformation', 'calories': ' 323 calories', 'fatContent': '22g fat (12g saturated fat)', 'cholesterolContent': '70mg cholesterol', 'sodiumContent': '138mg sodium', 'carbohydrateContent': '31g carbohydrate (18g sugars', 'fiberContent': '1g fiber)', 'proteinContent': '3g protein. '}",3.0,5.0,1.0,taste_of_home,Cornflake Fried Ice Cream,https://www.tasteofhome.com/recipes/cornflake-fried-ice-cream/,,,
258.0,31.0,Desserts,15.0,"{'@type': 'NutritionInformation', 'calories': ' 258 calories', 'fatContent': '15g fat (4g saturated fat)', 'cholesterolContent': '13mg cholesterol', 'sodiumContent': '128mg sodium', 'carbohydrateContent': '31g carbohydrate (24g sugars', 'fiberContent': '1g fiber)', 'proteinContent': '4g protein. '}",4.0,5.0,1.0,taste_of_home,Cashew Baklava,https://www.tasteofhome.com/recipes/cashew-baklava/,,,
322.0,26.0,"Breakfast,Brunch,Lunch",12.0,"{'@type': 'NutritionInformation', 'calories': ' 322 calories', 'fatContent': '12g fat (4g saturated fat)', 'cholesterolContent': '229mg cholesterol', 'sodiumContent': '701mg sodium', 'carbohydrateContent': '26g carbohydrate (3g sugars', 'fiberContent': '3g fiber)', 'proteinContent': '25g protein. '}",25.0,5.0,1.0,taste_of_home,Omelet Tortilla Wrap,https://www.tasteofhome.com/recipes/omelet-tortilla-wrap/,,,
112.0,22.0,Desserts,3.0,"{'@type': 'NutritionInformation', 'calories': ' 112 calories', 'fatContent': '3g fat (2g saturated fat)', 'cholesterolContent': '10mg cholesterol', 'sodiumContent': '3mg sodium', 'carbohydrateContent': '22g carbohydrate (21g sugars', 'fiberContent': '1g fiber)', 'proteinContent': '0 protein. '}",0.0,5.0,4.0,taste_of_home,Blueberry Cream Pops,https://www.tasteofhome.com/recipes/blueberry-cream-pops/,,,
351.0,57.0,dessert,10.5,"{'@type': 'NutritionInformation', 'calories': '351 calorie', 'fatContent': '10.5 grams', 'saturatedFatContent': '6 grams', 'cholesterolContent': '12 milligrams', 'sodiumContent': '140 milligrams', 'carbohydrateContent': '57 grams', 'fiberContent': '2 grams', 'proteinContent': '8 grams', 'sugarContent': '31 grams'}",8.0,5.0,3.0,foodnetwork,Rice Pudding With Cherries,https://www.foodnetwork.com/recipes/food-network-kitchen/rice-pudding-with-cherries-recipe-2105657,,,
400.0,72.0,dessert,13.0,"{'@type': 'NutritionInformation', 'servingSize': '1 of 10 servings', 'calories': '400', 'fatContent': '13g', 'saturatedFatContent': '7g', 'carbohydrateContent': '72g', 'fiberContent': '1g', 'sugarContent': '41g', 'proteinContent': '3g', 'cholesterolContent': '24mg', 'sodiumContent': '49mg'}",3.0,5.0,2.0,foodnetwork,Crispy Treat Turkey,https://www.foodnetwork.com/recipes/food-network-kitchen/crispy-treat-turkey-3537547,,,
302.0,53.0,dessert,10.0,"{'@type': 'NutritionInformation', 'servingSize': '1 of 14 servings', 'calories': '302', 'fatContent': '10g', 'saturatedFatContent': '5g', 'carbohydrateContent': '53g', 'fiberContent': '1g', 'sugarContent': '33g', 'proteinContent': '3g', 'cholesterolContent': '16mg', 'sodiumContent': '114mg'}",3.0,5.0,1.0,foodnetwork,Grilled Crispy Treat S’Mores,https://www.foodnetwork.com/recipes/food-network-kitchen/grilled-crispy-treat-smores-9876607,,,
559.0,86.0,dessert,24.0,"{'@type': 'NutritionInformation', 'servingSize': '1 of 8 servings', 'calories': '559', 'fatContent': '24g', 'saturatedFatContent': '11g', 'carbohydrateContent': '86g', 'fiberContent': '5g', 'sugarContent': '35g', 'proteinContent': '5g', 'cholesterolContent': '2mg', 'sodiumContent': '206mg'}",5.0,5.0,1.0,foodnetwork,Halloween Chocolate-Covered Strawberries,https://www.foodnetwork.com/recipes/food-network-kitchen/halloween-chocolate-covered-strawberries-11558352,,,
300.0,41.0,dessert,14.0,"{'@type': 'NutritionInformation', 'servingSize': '1 of 14 servings', 'calories': '300', 'fatContent': '14g', 'saturatedFatContent': '6g', 'carbohydrateContent': '41g', 'fiberContent': '1g', 'sugarContent': '12g', 'proteinContent': '3g', 'cholesterolContent': '15mg', 'sodiumContent': '200mg'}",3.0,5.0,1.0,foodnetwork,Pineapple Cake Truffles,https://www.foodnetwork.com/recipes/food-network-kitchen/pineapple-cake-truffles-6597572,,,
237.0,32.0,dessert,13.0,"{'@type': 'NutritionInformation', 'servingSize': '1 of 6 servings', 'calories': '237', 'fatContent': '13g', 'saturatedFatContent': '8g', 'carbohydrateContent': '32g', 'fiberContent': '3g', 'sugarContent': '28g', 'proteinContent': '3g', 'cholesterolContent': '3mg', 'sodiumContent': '17mg'}",3.0,4.6,145.0,foodnetwork,Chocolate Covered Strawberries,https://www.foodnetwork.com/recipes/food-network-kitchen/chocolate-covered-strawberries-recipe-1941747,,,
129.0,27.0,dessert,3.0,"{'@type': 'NutritionInformation', 'servingSize': '1 of 28 servings', 'calories': '129', 'fatContent': '3g', 'saturatedFatContent': '2g', 'carbohydrateContent': '27g', 'fiberContent': '0g', 'sugarContent': '25g', 'proteinContent': '1g', 'cholesterolContent': '0mg', 'sodiumContent': '10mg'}",1.0,5.0,5.0,foodnetwork,Chocolate-Covered Strawberry Marshmallows,https://www.foodnetwork.com/recipes/food-network-kitchen/chocolate-covered-strawberry-marshmallows-5436916,,,
314.0,59.0,dessert,5.0,"{'@type': 'NutritionInformation', 'servingSize': '1 of 14 servings', 'calories': '314', 'fatContent': '5g', 'saturatedFatContent': '2g', 'carbohydrateContent': '59g', 'fiberContent': '2g', 'sugarContent': '35g', 'proteinContent': '9g', 'cholesterolContent': '31mg', 'sodiumContent': '292mg'}",9.0,4.4,51.0,foodnetwork,Gingerbread Cake,https://www.foodnetwork.com/recipes/food-network-kitchen/gingerbread-cake-recipe-1928201,,,
138.0,16.0,dessert,7.0,"{'@type': 'NutritionInformation', 'servingSize': '1 of 4 servings', 'calories': '138', 'fatContent': '7g', 'saturatedFatContent': '3g', 'carbohydrateContent': '16g', 'fiberContent': '1g', 'sugarContent': '12g', 'proteinContent': '5g', 'cholesterolContent': '16mg', 'sodiumContent': '42mg'}",5.0,5.0,1.0,foodnetwork,Peach Tart with Honey and Thyme,https://www.foodnetwork.com/recipes/food-network-kitchen/peach-tart-with-honey-and-thyme-3361593,,,
760.0,85.0,dessert,44.0,"{'@type': 'NutritionInformation', 'servingSize': '1 of 6 servings', 'calories': '760', 'fatContent': '44g', 'saturatedFatContent': '23g', 'carbohydrateContent': '85g', 'fiberContent': '3g', 'sugarContent': '33g', 'proteinContent': '8g', 'cholesterolContent': '124mg', 'sodiumContent': '520mg'}",8.0,5.0,1.0,foodnetwork,Halloween Strawberry Shortcake Skull Cake,https://www.foodnetwork.com/recipes/food-network-kitchen/halloween-strawberry-shortcake-skull-cake-7177276,,,
321.0,42.0,dessert,17.0,"{'@type': 'NutritionInformation', 'servingSize': '1 of 16 servings', 'calories': '321', 'fatContent': '17g', 'saturatedFatContent': '7g', 'carbohydrateContent': '42g', 'fiberContent': '1g', 'sugarContent': '22g', 'proteinContent': '3g', 'cholesterolContent': '33mg', 'sodiumContent': '339mg'}",3.0,5.0,3.0,foodnetwork,Eggnog Dump Cake,https://www.foodnetwork.com/recipes/food-network-kitchen/eggnog-dump-cake-9371586,,,
535.0,76.0,dessert,25.0,"{'@type': 'NutritionInformation', 'servingSize': '1 of 10 servings', 'calories': '535', 'fatContent': '25g', 'saturatedFatContent': '15g', 'carbohydrateContent': '76g', 'fiberContent': '2g', 'sugarContent': '55g', 'proteinContent': '5g', 'cholesterolContent': '140mg', 'sodiumContent': '94mg'}",5.0,5.0,5.0,foodnetwork,Cranberry-Lemon Tart,https://www.foodnetwork.com/recipes/food-network-kitchen/cranberry-lemon-tart-9427310,,,
285.0,35.0,dessert,16.0,"{'@type': 'NutritionInformation', 'servingSize': '1 of 12 servings', 'calories': '285', 'fatContent': '16g', 'saturatedFatContent': '9g', 'carbohydrateContent': '35g', 'fiberContent': '1g', 'sugarContent': '23g', 'proteinContent': '2g', 'cholesterolContent': '43mg', 'sodiumContent': '118mg'}",2.0,5.0,1.0,foodnetwork,Pear-Walnut Chocolate Tart,https://www.foodnetwork.com/recipes/food-network-kitchen/pear-walnut-chocolate-tart-3361843,,,
262.0,24.0,dessert,18.0,"{'@type': 'NutritionInformation', 'servingSize': '1 of 16 servings', 'calories': '262', 'fatContent': '18g', 'saturatedFatContent': '11g', 'carbohydrateContent': '24g', 'fiberContent': '1g', 'sugarContent': '15g', 'proteinContent': '3g', 'cholesterolContent': '79mg', 'sodiumContent': '133mg'}",3.0,5.0,2.0,foodnetwork,Pumpkin Pie with Spiced Crust,https://www.foodnetwork.com/recipes/food-network-kitchen/pumpkin-pie-with-spiced-crust-3363624,,,
317.0,46.0,dessert,14.0,"{'@type': 'NutritionInformation', 'servingSize': '1 of 24 servings', 'calories': '317', 'fatContent': '14g', 'saturatedFatContent': '8g', 'carbohydrateContent': '46g', 'fiberContent': '1g', 'sugarContent': '31g', 'proteinContent': '3g', 'cholesterolContent': '76mg', 'sodiumContent': '88mg'}",3.0,3.9,54.0,foodnetwork,Meyer Lemon-Cranberry Bundt Cake,https://www.foodnetwork.com/recipes/food-network-kitchen/meyer-lemon-cranberry-bundt-cake-recipe-2012469,,,
295.0,30.0,dessert,18.0,"{'@type': 'NutritionInformation', 'servingSize': '1 of 20 servings', 'calories': '295', 'fatContent': '18g', 'saturatedFatContent': '9g', 'carbohydrateContent': '30g', 'fiberContent': '1g', 'sugarContent': '18g', 'proteinContent': '5g', 'cholesterolContent': '94mg', 'sodiumContent': '136mg'}",5.0,5.0,2.0,foodnetwork,Cranberry-Lemon Bars,https://www.foodnetwork.com/recipes/food-network-kitchen/cranberry-lemon-bars-5501989,,,
303.0,46.0,dessert,12.0,"{'@type': 'NutritionInformation', 'servingSize': '1 of 16 servings', 'calories': '303', 'fatContent': '12g', 'saturatedFatContent': '7g', 'carbohydrateContent': '46g', 'fiberContent': '2g', 'sugarContent': '26g', 'proteinContent': '3g', 'cholesterolContent': '54mg', 'sodiumContent': '96mg'}",3.0,4.8,13.0,foodnetwork,Cranberry-Lemon Cookies,https://www.foodnetwork.com/recipes/food-network-kitchen/cranberry-lemon-cookies-11927618,,,
754.0,58.0,dessert,58.0,"{'@type': 'NutritionInformation', 'calories': '754', 'fatContent': '58 grams', 'saturatedFatContent': '27 grams', 'cholesterolContent': '190 milligrams', 'sodiumContent': '226 milligrams', 'carbohydrateContent': '58 grams', 'fiberContent': '6 grams', 'proteinContent': '12 grams'}",12.0,5.0,2.0,foodnetwork,Gluten-Free Chocolate Frangipane Tart,https://www.foodnetwork.com/recipes/food-network-kitchen/gluten-free-chocolate-frangipane-tart-recipe-2084526,,,
183.0,15.0,dessert,12.0,"{'@type': 'NutritionInformation', 'servingSize': '1 of 8 servings', 'calories': '183', 'fatContent': '12g', 'saturatedFatContent': '7g', 'carbohydrateContent': '15g', 'fiberContent': '1g', 'sugarContent': '12g', 'proteinContent': '4g', 'cholesterolContent': '53mg', 'sodiumContent': '61mg'}",4.0,5.0,1.0,foodnetwork,Malted Milk Chocolate Pudding,https://www.foodnetwork.com/recipes/food-network-kitchen/malted-milk-chocolate-pudding-5210881,,,
288.0,47.0,dessert,10.0,"{'@type': 'NutritionInformation', 'servingSize': '1 of 12 servings', 'calories': '288', 'fatContent': '10g', 'saturatedFatContent': '6g', 'carbohydrateContent': '47g', 'fiberContent': '1g', 'sugarContent': '32g', 'proteinContent': '4g', 'cholesterolContent': '55mg', 'sodiumContent': '224mg'}",4.0,5.0,3.0,foodnetwork,Plum Upside-Down Cake with Lemon,https://www.foodnetwork.com/recipes/food-network-kitchen/plum-upside-down-cake-with-lemon-3362998,,,
303.0,21.0,dessert,23.0,"{'@type': 'NutritionInformation', 'servingSize': '1 of 26 servings', 'calories': '303', 'fatContent': '23g', 'saturatedFatContent': '11g', 'carbohydrateContent': '21g', 'fiberContent': '1g', 'sugarContent': '18g', 'proteinContent': '5g', 'cholesterolContent': '100mg', 'sodiumContent': '179mg'}",5.0,4.5,25.0,foodnetwork,Best Pecan Pie Cheesecake,https://www.foodnetwork.com/recipes/food-network-kitchen/pecan-pie-cheesecake-3363869,,,
362.0,49.0,dessert,16.0,"{'@type': 'NutritionInformation', 'servingSize': '1 of 8 servings', 'calories': '362', 'fatContent': '16g', 'saturatedFatContent': '7g', 'carbohydrateContent': '49g', 'fiberContent': '1g', 'sugarContent': '33g', 'proteinContent': '8g', 'cholesterolContent': '119mg', 'sodiumContent': '293mg'}",8.0,5.0,1.0,foodnetwork,Key Lime Pie with Butter Cracker Crust,https://www.foodnetwork.com/recipes/food-network-kitchen/key-lime-pie-with-butter-cracker-crust-3364910,,,
288.0,46.0,dessert,12.0,"{'@type': 'NutritionInformation', 'servingSize': '1 of 12 servings', 'calories': '288', 'fatContent': '12g', 'saturatedFatContent': '10g', 'carbohydrateContent': '46g', 'fiberContent': '1g', 'sugarContent': '31g', 'proteinContent': '2g', 'cholesterolContent': '0mg', 'sodiumContent': '67mg'}",2.0,5.0,1.0,foodnetwork,Vegan Lemon Bars,https://www.foodnetwork.com/recipes/food-network-kitchen/vegan-lemon-bars-10076531,,,
230.0,33.0,dessert,8.0,"{'@type': 'NutritionInformation', 'servingSize': '1 of 8 servings', 'calories': '230', 'fatContent': '8g', 'saturatedFatContent': '4g', 'carbohydrateContent': '33g', 'fiberContent': '0g', 'sugarContent': '28g', 'proteinContent': '7g', 'cholesterolContent': '131mg', 'sodiumContent': '133mg'}",7.0,5.0,2.0,foodnetwork,Hot Chocolate Pudding,https://www.foodnetwork.com/recipes/food-network-kitchen/hot-chocolate-pudding0-3255530,,,
310.0,36.0,dessert,18.0,"{'@type': 'NutritionInformation', 'servingSize': '1 of 16 servings', 'calories': '310', 'fatContent': '18g', 'saturatedFatContent': '7g', 'carbohydrateContent': '36g', 'fiberContent': '1g', 'sugarContent': '28g', 'proteinContent': '3g', 'cholesterolContent': '65mg', 'sodiumContent': '140mg'}",3.0,4.9,24.0,foodnetwork,Pecan Pie from Scratch,https://www.foodnetwork.com/recipes/food-network-kitchen/pecan-pie-recipe2-1973463,,,
247.0,27.0,dessert,15.0,"{'@type': 'NutritionInformation', 'servingSize': '1 of 10 servings', 'calories': '247', 'fatContent': '15g', 'saturatedFatContent': '9g', 'carbohydrateContent': '27g', 'fiberContent': '2g', 'sugarContent': '23g', 'proteinContent': '4g', 'cholesterolContent': '39mg', 'sodiumContent': '273mg'}",4.0,5.0,4.0,foodnetwork,Mom's Chocolate Pudding,https://www.foodnetwork.com/recipes/food-network-kitchen/moms-chocolate-pudding-3362400,,,
350.0,35.0,dessert,23.0,"{'@type': 'NutritionInformation', 'servingSize': '1 of 28 servings', 'calories': '350', 'fatContent': '23g', 'saturatedFatContent': '8g', 'carbohydrateContent': '35g', 'fiberContent': '1g', 'sugarContent': '23g', 'proteinContent': '3g', 'cholesterolContent': '53mg', 'sodiumContent': '166mg'}",3.0,4.5,103.0,foodnetwork,Hummingbird Cake,https://www.foodnetwork.com/recipes/food-network-kitchen/hummingbird-cake-recipe-1973067,,,
